2023-09-15T08:00:00.000Z | Course: Introduction to Statistics | Instructor: Prof. Smith | Event: Attendance | Student ID: 101 | Student Name: Emma Johnson | Status: Present | Reason: -
2023-09-15T12:05:00.000Z | Course: Financial Management | Instructor: Prof. Davis | Event: Quiz | Student ID: 312 | Student Name: Ethan Wilson | Status: Late | Reason: Alarm didn't go off
2023-09-15T12:15:00.000Z | Course: Financial Management | Instructor: Prof. Davis | Event: Assignment | Student ID: 313 | Student Name: Charlotte White | Status: Present | Reason: -
2023-09-15T12:30:00.000Z | Course: Financial Management | Instructor: Prof. Davis | Event: Workshop | Student ID: 314 | Student Name: Sophia Turner | Status: Present | Reason: -
2023-09-15T12:45:00.000Z | Course: Financial Management | Instructor: Prof. Davis | Event: Presentation | Student ID: 315 | Student Name: Noah Taylor | Status: Present | Reason: -
2023-09-15T08:00:00.000Z | Course: Data Analytics | Instructor: Prof. Brown | Event: Attendance | Student ID: 316 | Student Name: Emma Harris | Status: Present | Reason: -
2023-09-15T08:05:00.000Z | Course: Data Analytics | Instructor: Prof. Brown | Event: Quiz | Student ID: 317 | Student Name: Daniel Turner | Status: Present | Reason: -
2023-09-15T08:15:00.000Z | Course: Data Analytics | Instructor: Prof. Brown | Event: Assignment | Student ID: 318 | Student Name: Mia Turner | Status: Late | Reason: Traffic delay
2023-09-15T08:30:00.000Z | Course: Data Analytics | Instructor: Prof. Brown | Event: Workshop | Student ID: 319 | Student Name: Benjamin Smith | Status: Present | Reason: -
2023-09-15T08:45:00.000Z | Course: Data Analytics | Instructor: Prof. Brown | Event: Presentation | Student ID: 320 | Student Name: Olivia Turner | Status: Present | Reason: -
2023-09-15T10:00:00.000Z | Course: Software Development | Instructor: Prof. Rodriguez | Event: Attendance | Student ID: 321 | Student Name: Liam Turner | Status: Present | Reason: -
2023-09-15T10:05:00.000Z | Course: Software Development | Instructor: Prof. Rodriguez | Event: Quiz | Student ID: 322 | Student Name: Sophia Turner | Status: Present | Reason: -
2023-09-15T10:15:00.000Z | Course: Software Development | Instructor: Prof. Rodriguez | Event: Assignment | Student ID: 323 | Student Name: Noah Parker | Status: Late | Reason: Overslept
2023-09-15T10:30:00.000Z | Course: Software Development | Instructor: Prof. Rodriguez | Event: Workshop | Student ID: 324 | Student Name: Emily Davis | Status: Present | Reason: -
2023-09-15T10:45:00.000Z | Course: Software Development | Instructor: Prof. Rodriguez | Event: Presentation | Student ID: 325 | Student Name: William Turner | Status: Present | Reason: -
2023-09-15T12:00:00.000Z | Course: Marketing Analytics | Instructor: Prof. Turner | Event: Attendance | Student ID: 326 | Student Name: Charlotte Smith | Status: Present | Reason: -
2023-09-15T12:05:00.000Z | Course: Marketing Analytics | Instructor: Prof. Turner | Event: Quiz | Student ID: 327 | Student Name: Ethan Harris | Status: Late | Reason: Missed the bus
2023-09-15T12:15:00.000Z | Course: Marketing Analytics | Instructor: Prof. Turner | Event: Assignment | Student ID: 328 | Student Name: Olivia White | Status: Present | Reason: -
2023-09-15T12:30:00.000Z | Course: Marketing Analytics | Instructor: Prof. Turner | Event: Workshop | Student ID: 329 | Student Name: Daniel Smith | Status: Present | Reason: -
2023-09-15T12:45:00.000Z | Course: Marketing Analytics | Instructor: Prof. Turner | Event: Presentation | Student ID: 330 | Student Name: Emily Wilson | Status: Present | Reason: -
2023-09-15T14:00:00.000Z | Course: Business Ethics | Instructor: Prof. Davis | Event: Attendance | Student ID: 331 | Student Name: James Turner | Status: Present | Reason: -
2023-09-15T14:05:00.000Z | Course: Business Ethics | Instructor: Prof. Davis | Event: Quiz | Student ID: 332 | Student Name: Emma Wilson | Status: Present | Reason: -
2023-09-15T14:15:00.000Z | Course: Business Ethics | Instructor: Prof. Davis | Event: Assignment | Student ID: 333 | Student Name: Liam Smith | Status: Late | Reason: Car breakdown
2023-09-15T14:30:00.000Z | Course: Business Ethics | Instructor: Prof. Davis | Event: Workshop | Student ID: 334 | Student Name: Sophia Harris | Status: Present | Reason: -
2023-09-15T14:45:00.000Z | Course: Business Ethics | Instructor: Prof. Davis | Event: Presentation | Student ID: 335 | Student Name: Noah Turner | Status: Present | Reason: -
2023-09-15T16:00:00.000Z | Course: Financial Management | Instructor: Prof. Parker | Event: Attendance | Student ID: 336 | Student Name: Emily Turner | Status: Present | Reason: -
2023-09-15T16:05:00.000Z | Course: Financial Management | Instructor: Prof. Parker | Event: Quiz | Student ID: 337 | Student Name: William Smith | Status: Late | Reason: Overslept
2023-09-15T16:15:00.000Z | Course: Financial Management | Instructor: Prof. Parker | Event: Assignment | Student ID: 338 | Student Name: Charlotte Turner | Status: Present | Reason: -
2023-09-15T16:30:00.000Z | Course: Financial Management | Instructor: Prof. Parker | Event: Workshop | Student ID: 339 | Student Name: Ethan Harris | Status: Present | Reason: -
2023-09-15T16:45:00.000Z | Course: Financial Management | Instructor: Prof. Parker | Event: Presentation | Student ID: 340 | Student Name: Olivia Turner | Status: Present | Reason: -
2023-09-15T18:00:00.000Z | Course: Human Resource Management | Instructor: Prof. White | Event: Attendance | Student ID: 341 | Student Name: Benjamin Turner | Status: Present | Reason: -
2023-09-15T18:05:00.000Z | Course: Human Resource Management | Instructor: Prof. White | Event: Quiz | Student ID: 342 | Student Name: Mia Harris | Status: Late | Reason: Traffic delay
2023-09-15T18:15:00.000Z | Course: Human Resource Management | Instructor: Prof. White | Event: Assignment | Student ID: 343 | Student Name: Daniel Turner | Status: Present | Reason: -
2023-09-15T18:30:00.000Z | Course: Human Resource Management | Instructor: Prof. White | Event: Workshop | Student ID: 344 | Student Name: Olivia Smith | Status: Present | Reason: -
2023-09-15T18:45:00.000Z | Course: Human Resource Management | Instructor: Prof. White | Event: Presentation | Student ID: 345 | Student Name: Noah Harris | Status: Present | Reason: -
2023-09-15T12:00:00.000Z | Course: Marketing Strategies | Instructor: Prof. Taylor | Event: Attendance | Student ID: 346 | Student Name: Amelia Smith | Status: Present | Reason: -
2023-09-15T12:05:00.000Z | Course: Marketing Strategies | Instructor: Prof. Taylor | Event: Quiz | Student ID: 347 | Student Name: Ethan Wilson | Status: Present | Reason: -
2023-09-15T12:15:00.000Z | Course: Marketing Strategies | Instructor: Prof. Taylor | Event: Assignment | Student ID: 348 | Student Name: Sophia Turner | Status: Late | Reason: Overslept
2023-09-15T12:30:00.000Z | Course: Marketing Strategies | Instructor: Prof. Taylor | Event: Workshop | Student ID: 349 | Student Name: William Harris | Status: Present | Reason: -
2023-09-15T12:45:00.000Z | Course: Marketing Strategies | Instructor: Prof. Taylor | Event: Presentation | Student ID: 350 | Student Name: Mia Smith | Status: Present | Reason: -
2023-09-15T14:00:00.000Z | Course: Data Analysis | Instructor: Prof. Lee | Event: Attendance | Student ID: 351 | Student Name: Benjamin Smith | Status: Late | Reason: Traffic jam
2023-09-15T14:05:00.000Z | Course: Data Analysis | Instructor: Prof. Lee | Event: Quiz | Student ID: 352 | Student Name: Emma Turner | Status: Present | Reason: -
2023-09-15T14:15:00.000Z | Course: Data Analysis | Instructor: Prof. Lee | Event: Assignment | Student ID: 353 | Student Name: Liam Harris | Status: Present | Reason: -
2023-09-15T14:30:00.000Z | Course: Data Analysis | Instructor: Prof. Lee | Event: Workshop | Student ID: 354 | Student Name: Charlotte Smith | Status: Present | Reason: -
2023-09-15T14:45:00.000Z | Course: Data Analysis | Instructor: Prof. Lee | Event: Presentation | Student ID: 355 | Student Name: Noah Wilson | Status: Present | Reason: -
2023-09-15T16:00:00.000Z | Course: Business Communication | Instructor: Prof. Davis | Event: Attendance | Student ID: 356 | Student Name: Emily Harris | Status: Present | Reason: -
2023-09-15T16:05:00.000Z | Course: Business Communication | Instructor: Prof. Davis | Event: Quiz | Student ID: 357 | Student Name: Olivia Harris | Status: Present | Reason: -
2023-09-15T16:15:00.000Z | Course: Business Communication | Instructor: Prof. Davis | Event: Assignment | Student ID: 358 | Student Name: William Turner | Status: Late | Reason: Car trouble
2023-09-15T16:30:00.000Z | Course: Business Communication | Instructor: Prof. Davis | Event: Workshop | Student ID: 359 | Student Name: Ethan Smith | Status: Present | Reason: -
2023-09-15T16:45:00.000Z | Course: Business Communication | Instructor: Prof. Davis | Event: Presentation | Student ID: 360 | Student Name: Mia Turner | Status: Present | Reason: -
2023-09-15T10:00:00.000Z | Course: Artificial Intelligence | Instructor: Prof. Baker | Event: Attendance | Student ID: 361 | Student Name: Oliver Davis | Status: Present | Reason: -
2023-09-15T10:05:00.000Z | Course: Artificial Intelligence | Instructor: Prof. Baker | Event: Quiz | Student ID: 362 | Student Name: Ava Turner | Status: Present | Reason: -
2023-09-15T10:15:00.000Z | Course: Artificial Intelligence | Instructor: Prof. Baker | Event: Assignment | Student ID: 363 | Student Name: Isabella Wilson | Status: Present | Reason: -
2023-09-15T10:30:00.000Z | Course: Artificial Intelligence | Instructor: Prof. Baker | Event: Workshop | Student ID: 364 | Student Name: Lucas Smith | Status: Late | Reason: Overslept
2023-09-15T10:45:00.000Z | Course: Artificial Intelligence | Instructor: Prof. Baker | Event: Presentation | Student ID: 365 | Student Name: Harper Harris | Status: Present | Reason: -2023-09-15T08:00:00.000Z | Course: Financial Management | Instructor: Prof. Anderson | Event: Attendance | Student ID: 381 | Student Name: Benjamin Smith | Status: Present | Reason: -
2023-09-15T08:05:00.000Z | Course: Financial Management | Instructor: Prof. Anderson | Event: Quiz | Student ID: 382 | Student Name: Scarlett Smith | Status: Present | Reason: -
2023-09-15T08:15:00.000Z | Course: Financial Management | Instructor: Prof. Anderson | Event: Assignment | Student ID: 383 | Student Name: Sophia Smith | Status: Late | Reason: Overslept
2023-09-15T08:30:00.000Z | Course: Financial Management | Instructor: Prof. Anderson | Event: Workshop | Student ID: 384 | Student Name: Elijah Davis | Status: Present | Reason: -
2023-09-15T08:45:00.000Z | Course: Financial Management | Instructor: Prof. Anderson | Event: Presentation | Student ID: 385 | Student Name: Ava Davis | Status: Present | Reason: -
2023-09-15T10:00:00.000Z | Course: Business Ethics | Instructor: Prof. Turner | Event: Attendance | Student ID: 386 | Student Name: Isabella Turner | Status: Late | Reason: Traffic jam
2023-09-15T10:05:00.000Z | Course: Business Ethics | Instructor: Prof. Turner | Event: Quiz | Student ID: 387 | Student Name: Benjamin Turner | Status: Present | Reason: -
2023-09-15T10:15:00.000Z | Course: Business Ethics | Instructor: Prof. Turner | Event: Assignment | Student ID: 388 | Student Name: Harper Turner | Status: Present | Reason: -
2023-09-15T10:30:00.000Z | Course: Business Ethics | Instructor: Prof. Turner | Event: Workshop | Student ID: 389 | Student Name: Liam Turner | Status: Present | Reason: -
2023-09-15T10:45:00.000Z | Course: Business Ethics | Instructor: Prof. Turner | Event: Presentation | Student ID: 390 | Student Name: Noah Turner | Status: Present | Reason: -
2023-09-15T12:00:00.000Z | Course: Project Management | Instructor: Prof. Parker | Event: Attendance | Student ID: 391 | Student Name: Ava Wilson | Status: Present | Reason: -
2023-09-15T12:05:00.000Z | Course: Project Management | Instructor: Prof. Parker | Event: Quiz | Student ID: 392 | Student Name: Liam Wilson | Status: Present | Reason: -
2023-09-15T12:15:00.000Z | Course: Project Management | Instructor: Prof. Parker | Event: Assignment | Student ID: 393 | Student Name: Noah Wilson | Status: Late | Reason: Overslept
2023-09-15T12:30:00.000Z | Course: Project Management | Instructor: Prof. Parker | Event: Workshop | Student ID: 394 | Student Name: Isabella Davis | Status: Present | Reason: -
2023-09-15T12:45:00.000Z | Course: Project Management | Instructor: Prof. Parker | Event: Presentation | Student ID: 395 | Student Name: Benjamin Wilson | Status: Present | Reason: -
2023-09-15T14:00:00.000Z | Course: Marketing Strategy | Instructor: Prof. Adams | Event: Attendance | Student ID: 396 | Student Name: Emily Adams | Status: Present | Reason: -
2023-09-15T14:05:00.000Z | Course: Marketing Strategy | Instructor: Prof. Adams | Event: Quiz | Student ID: 397 | Student Name: Sophia Adams | Status: Present | Reason: -
2023-09-15T14:15:00.000Z | Course: Marketing Strategy | Instructor: Prof. Adams | Event: Assignment | Student ID: 398 | Student Name: Harper Adams | Status: Present | Reason: -
2023-09-15T14:30:00.000Z | Course: Marketing Strategy | Instructor: Prof. Adams | Event: Workshop | Student ID: 399 | Student Name: Elijah Adams | Status: Late | Reason: Traffic jam
2023-09-15T14:45:00.000Z | Course: Marketing Strategy | Instructor: Prof. Adams | Event: Presentation | Student ID: 400 | Student Name: Ava Adams | Status: Present | Reason: -2023-09-15T20:00:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Attendance | Student ID: 411 | Student Name: Olivia Carter | Status: Present | Reason: -
2023-09-15T20:05:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Quiz | Student ID: 412 | Student Name: Sophia Carter | Status: Present | Reason: -
2023-09-15T20:15:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Assignment | Student ID: 413 | Student Name: Jackson Carter | Status: Late | Reason: Overslept
2023-09-15T20:30:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Workshop | Student ID: 414 | Student Name: Emma Carter | Status: Present | Reason: -
2023-09-15T20:45:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Presentation | Student ID: 415 | Student Name: William Carter | Status: Present | Reason: -
2023-09-15T22:00:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Attendance | Student ID: 416 | Student Name: Ava Turner | Status: Present | Reason: -
2023-09-15T22:05:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Quiz | Student ID: 417 | Student Name: Benjamin Turner | Status: Late | Reason: Traffic jam
2023-09-15T22:15:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Assignment | Student ID: 418 | Student Name: Sophia Turner | Status: Present | Reason: -
2023-09-15T22:30:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Workshop | Student ID: 419 | Student Name: Noah Turner | Status: Present | Reason: -
2023-09-15T22:45:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Presentation | Student ID: 420 | Student Name: Olivia Turner | Status: Present | Reason: -

2023-09-16T08:00:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Attendance | Student ID: 421 | Student Name: William Morgan | Status: Present | Reason: -
2023-09-16T08:05:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Quiz | Student ID: 422 | Student Name: Emma Morgan | Status: Present | Reason: -
2023-09-16T08:15:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Assignment | Student ID: 423 | Student Name: Liam Morgan | Status: Present | Reason: -
2023-09-16T08:30:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Workshop | Student ID: 424 | Student Name: Harper Morgan | Status: Late | Reason: Overslept
2023-09-16T08:45:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Presentation | Student ID: 425 | Student Name: Jackson Morgan | Status: Present | Reason: -
2023-09-15T16:00:00.000Z | Course: Data Analytics | Instructor: Prof. Taylor | Event: Attendance | Student ID: 401 | Student Name: Benjamin Taylor | Status: Present | Reason: -
2023-09-15T16:05:00.000Z | Course: Data Analytics | Instructor: Prof. Taylor | Event: Quiz | Student ID: 402 | Student Name: Isabella Taylor | Status: Late | Reason: Overslept
2023-09-15T16:15:00.000Z | Course: Data Analytics | Instructor: Prof. Taylor | Event: Assignment | Student ID: 403 | Student Name: Liam Taylor | Status: Present | Reason: -
2023-09-15T16:30:00.000Z | Course: Data Analytics | Instructor: Prof. Taylor | Event: Workshop | Student ID: 404 | Student Name: Noah Taylor | Status: Present | Reason: -
2023-09-15T16:45:00.000Z | Course: Data Analytics | Instructor: Prof. Taylor | Event: Presentation | Student ID: 405 | Student Name: Scarlett Taylor | Status: Present | Reason: -
2023-09-15T18:00:00.000Z | Course: Business Innovation | Instructor: Prof. Lewis | Event: Attendance | Student ID: 406 | Student Name: Harper Lewis | Status: Late | Reason: Traffic jam
2023-09-15T18:05:00.000Z | Course: Business Innovation | Instructor: Prof. Lewis | Event: Quiz | Student ID: 407 | Student Name: Emily Lewis | Status: Present | Reason: -
2023-09-15T18:15:00.000Z | Course: Business Innovation | Instructor: Prof. Lewis | Event: Assignment | Student ID: 408 | Student Name: Liam Lewis | Status: Present | Reason: -
2023-09-15T18:30:00.000Z | Course: Business Innovation | Instructor: Prof. Lewis | Event: Workshop | Student ID: 409 | Student Name: Noah Lewis | Status: Present | Reason: -
2023-09-15T18:45:00.000Z | Course: Business Innovation | Instructor: Prof. Lewis | Event: Presentation | Student ID: 410 | Student Name: Ava Lewis | Status: Present | Reason: -
2023-09-15T20:00:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Attendance | Student ID: 411 | Student Name: Olivia Carter | Status: Present | Reason: -
2023-09-15T20:05:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Quiz | Student ID: 412 | Student Name: Sophia Carter | Status: Present | Reason: -
2023-09-15T20:15:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Assignment | Student ID: 413 | Student Name: Jackson Carter | Status: Late | Reason: Overslept
2023-09-15T20:30:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Workshop | Student ID: 414 | Student Name: Emma Carter | Status: Present | Reason: -
2023-09-15T20:45:00.000Z | Course: Finance Fundamentals | Instructor: Prof. Carter | Event: Presentation | Student ID: 415 | Student Name: William Carter | Status: Present | Reason: -
2023-09-15T22:00:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Attendance | Student ID: 416 | Student Name: Ava Turner | Status: Present | Reason: -
2023-09-15T22:05:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Quiz | Student ID: 417 | Student Name: Benjamin Turner | Status: Late | Reason: Traffic jam
2023-09-15T22:15:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Assignment | Student ID: 418 | Student Name: Sophia Turner | Status: Present | Reason: -
2023-09-15T22:30:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Workshop | Student ID: 419 | Student Name: Noah Turner | Status: Present | Reason: -
2023-09-15T22:45:00.000Z | Course: Marketing Trends | Instructor: Prof. Turner | Event: Presentation | Student ID: 420 | Student Name: Olivia Turner | Status: Present | Reason: -
2023-09-16T08:00:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Attendance | Student ID: 421 | Student Name: William Morgan | Status: Present | Reason: -
2023-09-16T08:05:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Quiz | Student ID: 422 | Student Name: Emma Morgan | Status: Present | Reason: -
2023-09-16T08:15:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Assignment | Student ID: 423 | Student Name: Liam Morgan | Status: Present | Reason: -
2023-09-16T08:30:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Workshop | Student ID: 424 | Student Name: Harper Morgan | Status: Late | Reason: Overslept
2023-09-16T08:45:00.000Z | Course: Business Ethics | Instructor: Prof. Morgan | Event: Presentation | Student ID: 425 | Student Name: Jackson Morgan | Status: Present | Reason: -


